path,area,kind,tracked_or_generated,referenced_by,last_signal,risk,recommended_action,confidence,verification_needed,notes
eatfitai-mobile/android/app/build.gradle,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/debug.keystore,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/google-services.json,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/proguard-rules.pro,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/debug/AndroidManifest.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/debugOptimized/AndroidManifest.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/AndroidManifest.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/java/com/eatfitai/app/MainActivity.kt,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/java/com/eatfitai/app/MainApplication.kt,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable-hdpi/splashscreen_logo.png,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable-mdpi/splashscreen_logo.png,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable-xhdpi/splashscreen_logo.png,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable-xxhdpi/splashscreen_logo.png,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable-xxxhdpi/splashscreen_logo.png,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable/ic_launcher_background.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/drawable/rn_edit_text_material.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-hdpi/ic_launcher.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-hdpi/ic_launcher_round.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-mdpi/ic_launcher.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-mdpi/ic_launcher_round.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xhdpi/ic_launcher.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.webp,mobile,asset,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/values-night/colors.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/values/colors.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/values/strings.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/app/src/main/res/values/styles.xml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/build.gradle,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/gradle.properties,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/gradle/wrapper/gradle-wrapper.jar,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/gradle/wrapper/gradle-wrapper.properties,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/gradlew,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/gradlew.bat,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/keystore.properties.example,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,absolute_windows_path_hits=1
eatfitai-mobile/android/settings.gradle,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/app.config.js,mobile,source,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/app.json,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/babel.config.js,mobile,source,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/build-android.ps1,mobile,script,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/eas.json,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/jest.config.js,mobile,source,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/package-lock.json,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/package.json,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/automation-doctor.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/build-android-preview.ps1,mobile,script,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/check-api-target.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/check-no-direct-ai-provider.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/generate-local-ip.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/generate-types.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/install-android-preview.ps1,mobile,script,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/lib/smoke-credentials.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/product-release-gate.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-auth-e2e.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-budget.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-forgot-reset.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-manifest.template.json,mobile,config,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-metrics.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-preflight.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-regression.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-rehearsal.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-render-verify.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/production-smoke-seed-cloud.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/run-maestro.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/scripts/validate-release-config.js,mobile,source,tracked,Invoked by eatfitai-mobile/package.json scripts or the release-gate tooling.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/components/FoodItemPicker.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/navigation/AppNavigator.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/navigation/AppTabs.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/navigation/StatsNavigator.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/HomeScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ProfileScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/SplashScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/VoiceScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/AIScanScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/DietaryRestrictionsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/NutritionInsightsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/NutritionSettingsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/RecipeDetailScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/RecipeSuggestionsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/ai/VisionHistoryScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/ForgotPasswordScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/IntroCarouselScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/LoginScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/OnboardingScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/RegisterScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/VerifyEmailScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/auth/WelcomeScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/diary/CustomDishScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/diary/FoodDetailScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/diary/FoodSearchScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/diary/MealDiaryScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/gamification/AchievementsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/meals/AddMealFromVisionScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/AboutScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/BodyMetricsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/ChangePasswordScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/EditProfileScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/GoalSettingsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/NotificationsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/PrivacyPolicyScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/profile/WeightHistoryScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/stats/MonthStatsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/stats/StatsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/screens/stats/WeekStatsScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/app/types/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/assets/adaptive-icon.png,mobile,asset,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/assets/favicon.png,mobile,asset,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/assets/icon.png,mobile,asset,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/assets/pho-bowl.jpg,mobile,asset,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/assets/splash.png,mobile,asset,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ActionSheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/AutomationMarker.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Avatar.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/BottomSheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Button.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Chip.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
