candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
019,reject,False,,938,938,0,0,1,0,yihfeng/chinesefoodnet,,019,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
036,reject,False,,938,938,0,0,1,0,yihfeng/chinesefoodnet,,036,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
101,reject,False,,922,922,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,101,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
105,reject,False,,917,917,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,105,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
119,reject,False,,917,917,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,119,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
056,reject,False,,903,903,0,0,1,0,yihfeng/chinesefoodnet,,056,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
183,reject,False,,903,903,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,183,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
099,reject,False,,885,885,0,0,1,0,yihfeng/chinesefoodnet,,099,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
001,reject,False,,871,871,0,0,1,0,yihfeng/chinesefoodnet,,001,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
012,reject,False,,868,868,0,0,1,0,yihfeng/chinesefoodnet,,012,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
190,reject,False,,841,841,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,190,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
063,reject,False,,823,823,0,0,1,0,yihfeng/chinesefoodnet,,063,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
163,reject,False,,817,817,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,163,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
082,reject,False,,813,813,0,0,1,0,yihfeng/chinesefoodnet,,082,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
080,reject,False,,793,793,0,0,1,0,yihfeng/chinesefoodnet,,080,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
104,reject,False,,781,781,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,104,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
122,reject,False,,770,770,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,122,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
098,reject,False,,764,764,0,0,1,0,yihfeng/chinesefoodnet,,098,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
187,reject,False,,757,757,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,187,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
120,reject,False,,748,748,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,120,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
103,reject,False,,737,737,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,103,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
182,reject,False,,734,734,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,182,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
067,reject,False,,730,730,0,0,1,0,yihfeng/chinesefoodnet,,067,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
108,reject,False,,727,727,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,108,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
100,reject,False,,692,692,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,100,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
175,reject,False,,678,678,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,175,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
138,reject,False,,671,671,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,138,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
140,reject,False,,669,669,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,140,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
136,reject,False,,664,664,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,136,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
162,reject,False,,658,658,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,162,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
23,reject,False,,653,653,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,23,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
024,reject,False,,644,644,0,0,1,0,yihfeng/chinesefoodnet,,024,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
014,reject,False,,638,638,0,0,1,0,yihfeng/chinesefoodnet,,014,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
064,reject,False,,625,625,0,0,1,0,yihfeng/chinesefoodnet,,064,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
021,reject,False,,607,607,0,0,1,0,yihfeng/chinesefoodnet,,021,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
083,reject,False,,602,602,0,0,1,0,yihfeng/chinesefoodnet,,083,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
072,reject,False,,600,600,0,0,1,0,yihfeng/chinesefoodnet,,072,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
202,reject,False,,581,581,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,202,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
027,reject,False,,577,577,0,0,1,0,yihfeng/chinesefoodnet,,027,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
057,reject,False,,564,564,0,0,1,0,yihfeng/chinesefoodnet,,057,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
044,reject,False,,555,555,0,0,1,0,yihfeng/chinesefoodnet,,044,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
045,reject,False,,534,534,0,0,1,0,yihfeng/chinesefoodnet,,045,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
133,reject,False,,534,534,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,133,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
17,reject,False,,533,533,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,17,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
129,reject,False,,528,528,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,129,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
172,reject,False,,524,524,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,172,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
040,reject,False,,520,520,0,0,1,0,yihfeng/chinesefoodnet,,040,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
124,reject,False,,519,519,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,124,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
12,reject,False,,518,518,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,12,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
076,reject,False,,513,513,0,0,1,0,yihfeng/chinesefoodnet,,076,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
088,reject,False,,510,510,0,0,1,0,yihfeng/chinesefoodnet,,088,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
008,reject,False,,506,506,0,0,1,0,yihfeng/chinesefoodnet,,008,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
007,reject,False,,503,503,0,0,1,0,yihfeng/chinesefoodnet,,007,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
person,reject,False,,501,599,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,person,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,base_reject_alias
191,reject,False,,497,497,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,191,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
174,reject,False,,496,496,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,174,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
178,reject,False,,494,494,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,178,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
003,reject,False,,475,475,0,0,1,0,yihfeng/chinesefoodnet,,003,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
102,reject,False,,473,473,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,102,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
047,reject,False,,470,470,0,0,1,0,yihfeng/chinesefoodnet,,047,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
198,reject,False,,467,467,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,198,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
42,reject,False,,467,467,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,42,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
157,reject,False,,464,464,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,157,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
19,reject,False,,463,463,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,19,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
22,reject,False,,463,463,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,22,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
20,reject,False,,452,452,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,20,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
27,reject,False,,451,451,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,27,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
16,reject,False,,448,448,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,16,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
24,reject,False,,439,439,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,24,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
28,reject,False,,437,437,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,28,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
10,reject,False,,436,436,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,10,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
115,reject,False,,434,434,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,115,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
18,reject,False,,434,434,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,18,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
29,reject,False,,434,434,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,29,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
26,reject,False,,431,431,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,26,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
039,reject,False,,429,429,0,0,1,0,yihfeng/chinesefoodnet,,039,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
059,reject,False,,426,426,0,0,1,0,yihfeng/chinesefoodnet,,059,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
32,reject,False,,426,426,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,32,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
45,reject,False,,421,421,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,45,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
13,reject,False,,420,420,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,13,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
31,reject,False,,420,420,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,31,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
38,reject,False,,418,418,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,38,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
46,reject,False,,416,416,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,46,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
30,reject,False,,415,415,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,30,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
35,reject,False,,415,415,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,35,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
37,reject,False,,413,413,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,37,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
41,reject,False,,413,413,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,41,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
11,reject,False,,412,412,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,11,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
168,reject,False,,412,412,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,168,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
25,reject,False,,412,412,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,25,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
39,reject,False,,412,412,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,39,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
14,reject,False,,407,407,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,14,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
40,reject,False,,407,407,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,40,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
21,reject,False,,406,406,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,21,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
43,reject,False,,406,406,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,43,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
44,reject,False,,405,405,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,44,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
47,reject,False,,404,404,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,47,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
33,reject,False,,402,402,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,33,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
34,reject,False,,402,402,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,34,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
15,reject,False,,401,401,0,0,2,0,shanemarvinmay/food-image-dataset|somboonthamgemmy/foodydudy,,15,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
069,reject,False,,369,369,0,0,1,0,yihfeng/chinesefoodnet,,069,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
121,reject,False,,361,361,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,121,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
074,reject,False,,358,358,0,0,1,0,yihfeng/chinesefoodnet,,074,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
085,reject,False,,357,357,0,0,1,0,yihfeng/chinesefoodnet,,085,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
078,reject,False,,345,345,0,0,1,0,yihfeng/chinesefoodnet,,078,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
87,reject,False,,342,342,0,0,1,0,shanemarvinmay/food-image-dataset,,87,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
065,reject,False,,316,316,0,0,1,0,yihfeng/chinesefoodnet,,065,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
055,reject,False,,313,313,0,0,1,0,yihfeng/chinesefoodnet,,055,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
004,reject,False,,309,309,0,0,1,0,yihfeng/chinesefoodnet,,004,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
156,reject,False,,305,305,0,0,2,0,shanemarvinmay/food-image-dataset|yihfeng/chinesefoodnet,,156,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_AND_SIZE,,numeric_or_placeholder_label
00,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,00,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
01,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,01,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
02,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,02,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
03,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,03,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
04,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,04,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
05,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,05,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
06,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,06,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
07,reject,False,,300,300,0,0,1,0,somboonthamgemmy/foodydudy,,07,classification_pseudo_box_review,source_decision:HOLD_FORMAT_VERIFY,,numeric_or_placeholder_label
