candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,decision_reason
soy,reject,False,,46,46,46,46,1,1,foodseg103,foodseg103,soy,segmentation_or_mask,,too_few_eligible_images
emmental_cheese,reject,False,,90,92,45,46,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,emmental-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
spring_roll_fried,reject,False,,90,92,45,46,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,spring-roll-fried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
chestnuts,reject,False,,88,90,44,45,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chestnuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
coconut,reject,False,,88,90,44,45,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coconut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cordon_bleu_from_pork_schnitzel_fried,reject,False,,88,92,44,46,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cordon-bleu-from-pork-schnitzel-fried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
quiche_with_spinach_baked_with_cake_dough,reject,False,,88,88,44,44,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,quiche-with-spinach-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
white_bread_with_butter_eggs_and_milk,reject,False,,88,94,44,47,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,white-bread-with-butter-eggs-and-milk,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
meatloaf,reject,False,,584,585,43,43,3,1,food_recognition_2022|food_recognition_2022_dataset|junk_food_object_detection_dataset_yolo_format,food_recognition_2022_dataset,Meatloaf|meatloaf,yolo_detection,source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,too_few_eligible_images
chicken_nuggets,reject,False,,86,86,43,43,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chicken-nuggets,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
croutons,reject,False,,86,88,43,44,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,croutons,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fish_fingers_breaded,reject,False,,86,86,43,43,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fish-fingers-breaded,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
romanesco,reject,False,,86,90,43,45,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,romanesco,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
seeds,reject,False,,86,86,43,43,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
smoothie,reject,False,,86,88,43,44,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,smoothie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
shellfish,reject,False,,43,43,43,43,1,1,foodseg103,foodseg103,shellfish,segmentation_or_mask,,too_few_eligible_images
muffin,reject,False,,584,1178,42,43,3,1,food_recognition_2022|food_recognition_2022_dataset|junk_food_object_detection_dataset_yolo_format,food_recognition_2022_dataset,Muffin|muffin,yolo_detection,source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,too_few_eligible_images
beef_roast,reject,False,,84,84,42,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,beef-roast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bulgur,reject,False,,84,90,42,45,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bulgur,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
shoots,reject,False,,84,84,42,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,shoots,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
tzatziki,reject,False,,84,84,42,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tzatziki,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bread_spelt,reject,False,,82,84,41,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-spelt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pizza_with_ham_with_mushrooms_baked,reject,False,,82,82,41,41,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pizza-with-ham-with-mushrooms-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
shrimp_boiled,reject,False,,82,82,41,41,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,shrimp-boiled,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bacon_raw,reject,False,,80,82,40,41,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bacon-raw,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cream_spinach,reject,False,,80,80,40,40,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cream-spinach,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pork_escalope,reject,False,,80,84,40,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pork-escalope,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
halloumi,reject,False,,78,78,39,39,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,halloumi,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
processed_meat_charcuterie,reject,False,,78,80,39,40,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,processed-meat-charcuterie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
curd,reject,False,,76,80,38,40,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,curd,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fondue,reject,False,,76,82,38,41,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fondue,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
mustard_dijon,reject,False,,76,78,38,39,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mustard-dijon,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pasta_ravioli_stuffing,reject,False,,76,76,38,38,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pasta-ravioli-stuffing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pie_plum_baked_with_cake_dough,reject,False,,76,84,38,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pie-plum-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
crackers,reject,False,,74,76,37,38,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,crackers,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
dough_puff_pastry_shortcrust_bread_pizza_dough,reject,False,,74,78,37,39,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,dough-puff-pastry-shortcrust-bread-pizza-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
hamburger_bun,reject,False,,74,74,37,37,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,hamburger-bun,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
lemon_cake,reject,False,,74,86,37,43,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,lemon-cake,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
meat,reject,False,,74,74,37,37,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pearl_onions,reject,False,,74,100,37,50,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pearl-onions,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
sorbet,reject,False,,74,76,37,38,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sorbet,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bean_sprouts,reject,False,,37,37,37,37,1,1,foodseg103,foodseg103,bean sprouts,segmentation_or_mask,,too_few_eligible_images
watermelon,reject,False,,37,37,37,37,1,1,foodseg103,foodseg103,watermelon,segmentation_or_mask,,too_few_eligible_images
celery,reject,False,,72,72,36,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,celery,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cheddar,reject,False,,72,72,36,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cheddar,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
grapefruit_pomelo,reject,False,,72,72,36,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,grapefruit-pomelo,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
high_protein_pasta_made_of_lentils_peas,reject,False,,72,72,36,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,high-protein-pasta-made-of-lentils-peas,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
potato_salad_with_mayonnaise_yogurt_dressing,reject,False,,72,72,36,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,potato-salad-with-mayonnaise-yogurt-dressing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
tuna_in_oil_drained,reject,False,,72,72,36,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tuna-in-oil-drained,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
beans_white,reject,False,,70,70,35,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,beans-white,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cantonese_fried_rice,reject,False,,70,70,35,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cantonese-fried-rice,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
croissant_wholegrain,reject,False,,70,70,35,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,croissant-wholegrain,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
juice_multifruit,reject,False,,70,72,35,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,juice-multifruit,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
kaki,reject,False,,70,70,35,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,kaki,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
processed_cheese,reject,False,,568,632,34,34,3,1,food_recognition_2022|food_recognition_2022_dataset|junk_food_object_detection_dataset_yolo_format,food_recognition_2022_dataset,Processed_Cheese|processed-cheese,yolo_detection,source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,too_few_eligible_images
bread_olive,reject,False,,68,68,34,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-olive,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
dips,reject,False,,68,68,34,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,dips,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
ebly,reject,False,,68,72,34,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,ebly,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
goat_average_raw,reject,False,,68,72,34,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,goat-average-raw,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
risotto_with_mushrooms_cooked,reject,False,,68,68,34,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,risotto-with-mushrooms-cooked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
red_beans,reject,False,,34,34,34,34,1,1,foodseg103,foodseg103,red beans,segmentation_or_mask,,too_few_eligible_images
panna_cotta,reject,False,,1066,1068,33,34,3,1,food41|food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,panna-cotta|panna_cotta,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
anchovies,reject,False,,66,72,33,36,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,anchovies,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
apple_crumble,reject,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,apple-crumble,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bouquet_garni,reject,False,,66,68,33,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bouquet-garni,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
brie,reject,False,,66,68,33,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,brie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
buckwheat_grain_peeled,reject,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,buckwheat-grain-peeled,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
butter_herb,reject,False,,66,68,33,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,butter-herb,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
chives,reject,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chives,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
coca_cola,reject,False,,66,68,33,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coca-cola,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
coca_cola_zero,reject,False,,66,70,33,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coca-cola-zero,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cocktail,reject,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cocktail,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
coconut_milk,reject,False,,66,70,33,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coconut-milk,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pasta_tortelloni_stuffing,reject,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pasta-tortelloni-stuffing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
rice_waffels,reject,False,,66,68,33,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,rice-waffels,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
tete_de_moine,reject,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tete-de-moine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cheesecake,reject,False,,1645,1648,32,33,4,1,food41|food_recognition_2022|food_recognition_2022_dataset|junk_food_object_detection_dataset_yolo_format,food_recognition_2022_dataset,cheesecake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,too_few_eligible_images
pork_chop,reject,False,,1064,1064,32,32,3,1,food41|food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pork-chop|pork_chop,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
lamb_chop,reject,False,,64,64,32,32,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,lamb-chop,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
latte_macchiato_with_caffeine,reject,False,,64,70,32,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,latte-macchiato-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
mungbean_sprouts,reject,False,,64,64,32,32,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mungbean-sprouts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
savoy_cabbage_steamed_without_addition_of_salt,reject,False,,64,66,32,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,savoy-cabbage-steamed-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
vanille_cream_cooked_custard_creme_dessert,reject,False,,64,64,32,32,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,vanille-cream-cooked-custard-creme-dessert,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
candy,reject,False,,32,32,32,32,1,1,foodseg103,foodseg103,candy,segmentation_or_mask,,too_few_eligible_images
cenovis_yeast_spread,reject,False,,62,70,31,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cenovis-yeast-spread,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cod,reject,False,,62,62,31,31,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cod,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
mousse,reject,False,,62,68,31,34,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mousse,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pie_apricot_baked_with_cake_dough,reject,False,,62,62,31,31,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pie-apricot-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
sandwich_ham_cheese_and_butter,reject,False,,62,64,31,32,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sandwich-ham-cheese-and-butter,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
tartar_meat,reject,False,,62,64,31,32,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tartar-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
meringue,reject,False,,60,60,30,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,meringue,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
nuts,reject,False,,60,60,30,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,nuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pork_roast,reject,False,,60,64,30,32,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pork-roast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
apricot,reject,False,,30,30,30,30,1,1,foodseg103,foodseg103,apricot,segmentation_or_mask,,too_few_eligible_images
dried_cranberries,reject,False,,30,30,30,30,1,1,foodseg103,foodseg103,dried cranberries,segmentation_or_mask,,too_few_eligible_images
carrot_cake,reject,False,,1058,1058,29,29,3,1,food41|food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,carrot-cake|carrot_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bouillon_vegetable,reject,False,,58,60,29,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bouillon-vegetable,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fig_dried,reject,False,,58,62,29,31,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fig-dried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
lemon_pie,reject,False,,58,60,29,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,lemon-pie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
meat_balls,reject,False,,58,58,29,29,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,meat-balls,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
paprika_chips,reject,False,,58,60,29,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,paprika-chips,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
waffle,reject,False,,58,70,29,35,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,waffle,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
balsamic_vinegar,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,balsamic-vinegar,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bean_seeds,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bean-seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
biscuit_with_butter,reject,False,,56,58,28,29,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,biscuit-with-butter,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cake_oblong,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cake-oblong,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
chia_grains,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chia-grains,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
chocolate_egg_small,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chocolate-egg-small,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
coriander,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coriander,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
eggplant_caviar,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,eggplant-caviar,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fish_crunchies_battered,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fish-crunchies-battered,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
minced_meat,reject,False,,56,58,28,29,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,minced-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
naan_indien_bread,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,naan-indien-bread,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pecan_nut,reject,False,,56,60,28,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pecan-nut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
savoury_puff_pastry_stick,reject,False,,56,56,28,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,savoury-puff-pastry-stick,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
sweets_candies,reject,False,,56,66,28,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sweets-candies,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
hanamaki_baozi,reject,False,,28,28,28,28,1,1,foodseg103,foodseg103,hanamaki baozi,segmentation_or_mask,,too_few_eligible_images
banana_cake,reject,False,,54,66,27,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,banana-cake,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cocoa_powder,reject,False,,54,54,27,27,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cocoa-powder,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
french_pizza_from_alsace_baked,reject,False,,54,56,27,28,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,french-pizza-from-alsace-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fruit_compotes,reject,False,,54,54,27,27,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fruit-compotes,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
