candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
bouquet_garni,reject,False,,66,68,33,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bouquet-garni,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
brie,reject,False,,66,68,33,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,brie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
buckwheat_grain_peeled,reject,False,,66,66,33,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,buckwheat-grain-peeled,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
butter_herb,reject,False,,66,68,33,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,butter-herb,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chicken_wing,reject,False,,66,68,33,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chicken-wing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chives,reject,False,,66,66,33,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chives,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
coca_cola,reject,False,,66,68,33,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coca-cola,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
coca_cola_zero,reject,False,,66,70,33,35,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coca-cola-zero,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cocktail,reject,False,,66,66,33,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cocktail,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
coconut_milk,reject,False,,66,70,33,35,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coconut-milk,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pasta_tortelloni_stuffing,reject,False,,66,66,33,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pasta-tortelloni-stuffing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
rice_waffels,reject,False,,66,68,33,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,rice-waffels,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tete_de_moine,reject,False,,66,66,33,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tete-de-moine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cheesecake,reject,False,,2645,2648,32,33,5,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset|youssefahmed003/junk-food-object-detection-dataset-yolo-format,awsaf49/food-recognition-2022-dataset,cheesecake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,,too_few_eligible_images
pork_chop,reject,False,,2064,2064,32,32,4,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,pork-chop|pork_chop,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lamb_chop,reject,False,,64,64,32,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,lamb-chop,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
latte_macchiato_with_caffeine,reject,False,,64,70,32,35,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,latte-macchiato-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mungbean_sprouts,reject,False,,64,64,32,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,mungbean-sprouts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
savoy_cabbage_steamed_without_addition_of_salt,reject,False,,64,66,32,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,savoy-cabbage-steamed-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
vanille_cream_cooked_custard_creme_dessert,reject,False,,64,64,32,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,vanille-cream-cooked-custard-creme-dessert,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
candy,reject,False,,32,32,32,32,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,candy,segmentation_or_mask,,,too_few_eligible_images
cenovis_yeast_spread,reject,False,,62,70,31,35,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cenovis-yeast-spread,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cod,reject,False,,62,62,31,31,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cod,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mousse,reject,False,,62,68,31,34,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,mousse,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pie_apricot_baked_with_cake_dough,reject,False,,62,62,31,31,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pie-apricot-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sandwich_ham_cheese_and_butter,reject,False,,62,64,31,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sandwich-ham-cheese-and-butter,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tartar_meat,reject,False,,62,64,31,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tartar-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
meringue,reject,False,,60,60,30,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,meringue,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
nuts,reject,False,,60,60,30,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,nuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pork_roast,reject,False,,60,64,30,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pork-roast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
dried_cranberries,reject,False,,30,30,30,30,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,dried cranberries,segmentation_or_mask,,,too_few_eligible_images
mandarin_orange,reject,False,,30,408,30,408,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,mandarin orange,yolo_detection,,,too_few_eligible_images
carrot_cake,reject,False,,2058,2058,29,29,4,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,carrot-cake|carrot_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
waffle,reject,False,,160,172,29,35,3,1,awsaf49/food-recognition-2022-dataset|rkuo2000/uecfood256|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,waffle,uec_bbox_metadata_review,source_decision:HOLD_LICENSE|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bouillon_vegetable,reject,False,,58,60,29,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bouillon-vegetable,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fig_dried,reject,False,,58,62,29,31,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fig-dried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lemon_pie,reject,False,,58,60,29,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,lemon-pie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
meat_balls,reject,False,,58,58,29,29,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,meat-balls,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
paprika_chips,reject,False,,58,60,29,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,paprika-chips,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
balsamic_vinegar,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,balsamic-vinegar,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bean_seeds,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bean-seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
biscuit_with_butter,reject,False,,56,58,28,29,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,biscuit-with-butter,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cake_oblong,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cake-oblong,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chia_grains,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chia-grains,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chocolate_egg_small,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chocolate-egg-small,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
coriander,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coriander,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
eggplant_caviar,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,eggplant-caviar,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fish_crunchies_battered,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fish-crunchies-battered,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
minced_meat,reject,False,,56,58,28,29,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,minced-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
naan_indien_bread,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,naan-indien-bread,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pecan_nut,reject,False,,56,60,28,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pecan-nut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
savoury_puff_pastry_stick,reject,False,,56,56,28,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,savoury-puff-pastry-stick,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sweets_candies,reject,False,,56,66,28,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sweets-candies,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
hanamaki_baozi,reject,False,,28,28,28,28,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,hanamaki baozi,segmentation_or_mask,,,too_few_eligible_images
banana_cake,reject,False,,54,66,27,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,banana-cake,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cocoa_powder,reject,False,,54,54,27,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cocoa-powder,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
french_pizza_from_alsace_baked,reject,False,,54,56,27,28,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,french-pizza-from-alsace-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fruit_compotes,reject,False,,54,54,27,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fruit-compotes,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
ham_turkey,reject,False,,54,54,27,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,ham-turkey,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
perch_fillets_lake,reject,False,,54,54,27,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,perch-fillets-lake,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soup_tomato,reject,False,,54,54,27,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soup-tomato,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
croque_monsieur,reject,False,,52,64,26,32,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,croque-monsieur,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
faux_mage_cashew_vegan_chers,reject,False,,52,52,26,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,faux-mage-cashew-vegan-chers,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lasagne_vegetable_prepared,reject,False,,52,52,26,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,lasagne-vegetable-prepared,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
linseeds,reject,False,,52,54,26,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,linseeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
milk_chocolate_with_hazelnuts,reject,False,,52,52,26,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,milk-chocolate-with-hazelnuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
popcorn_salted,reject,False,,52,52,26,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,popcorn-salted,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
rice_jasmin,reject,False,,52,52,26,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,rice-jasmin,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tomato_stewed_without_addition_of_fat_without_addition_of_salt,reject,False,,52,52,26,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tomato-stewed-without-addition-of-fat-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fig,reject,False,,26,26,26,26,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,fig,segmentation_or_mask,,,too_few_eligible_images
aperitif_with_alcohol_aperol_spritz,reject,False,,50,52,25,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,aperitif-with-alcohol-aperol-spritz,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
damson_plum,reject,False,,50,50,25,25,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,damson-plum,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
maple_syrup_concentrate,reject,False,,50,54,25,27,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,maple-syrup-concentrate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
philadelphia,reject,False,,50,50,25,25,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,philadelphia,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pie_rhubarb_baked_with_cake_dough,reject,False,,50,52,25,26,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pie-rhubarb-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bean_curd_tofu,reject,False,,25,236,25,236,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,bean curd/tofu,yolo_detection,,,too_few_eligible_images
cantaloup_cantaloupe,reject,False,,25,193,25,193,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,cantaloup/cantaloupe,yolo_detection,,,too_few_eligible_images
coconut_cocoanut,reject,False,,25,273,25,273,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,coconut/cocoanut,yolo_detection,,,too_few_eligible_images
cooked_sausage,reject,False,,48,50,24,25,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cooked-sausage,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
kebab_in_pita_bread,reject,False,,48,48,24,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,kebab-in-pita-bread,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mushroom_average_stewed_without_addition_of_fat_without_addition_of_salt,reject,False,,48,50,24,25,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,mushroom-average-stewed-without-addition-of-fat-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
prosecco,reject,False,,48,48,24,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,prosecco,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soup_cream_of_vegetables,reject,False,,48,48,24,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soup-cream-of-vegetables,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soup_miso,reject,False,,48,48,24,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soup-miso,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sugar_glazing,reject,False,,48,48,24,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sugar-glazing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chickpea_garbanzo,reject,False,,24,460,24,460,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,chickpea/garbanzo,yolo_detection,,,too_few_eligible_images
apricot_dried,reject,False,,46,48,23,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,apricot-dried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
grissini,reject,False,,46,46,23,23,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,grissini,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
margarine,reject,False,,46,48,23,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,margarine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mix_of_dried_fruits_and_nuts,reject,False,,46,46,23,23,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,mix-of-dried-fruits-and-nuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
smoked_cooked_sausage_of_pork_and_beef_meat_sausag,reject,False,,46,46,23,23,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,smoked-cooked-sausage-of-pork-and-beef-meat-sausag,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
turnover_with_meat_small_meat_pie_empanadas,reject,False,,46,48,23,24,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,turnover-with-meat-small-meat-pie-empanadas,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
white_chocolate,reject,False,,46,46,23,23,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,white-chocolate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cashew,reject,False,,23,23,23,23,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,cashew,segmentation_or_mask,,,too_few_eligible_images
salad,reject,False,,7946,8781,22,22,2,1,fontainenathan/foodseg103|thomasnguyen6868/vietfood68,fontainenathan/foodseg103,Salad|salad,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_reject_alias
chorizo,reject,False,,44,46,22,23,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chorizo,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soya_drink_soy_milk,reject,False,,44,46,22,23,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soya-drink-soy-milk,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soya_yaourt_yahourt_yogourt_ou_yoghourt,reject,False,,44,44,22,22,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soya-yaourt-yahourt-yogourt-ou-yoghourt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
